sharif,IR,"Abam, M.A.",Email Not Found,http://ce.sharif.edu/faculty/mohammadali-abam/
sharif,IR,"Abtahi, S.E.",Email Not Found,http://ce.sharif.edu/faculty/ebrahim-abtahi/
sharif,IR,"Amini, M.",Email Not Found,http://ce.sharif.edu/faculty/morteza-amini/
sharif,IR,"Asadi, H.",Email Not Found,http://ce.sharif.edu/faculty/hossein-asadi/
sharif,IR,"Bayat Sarmadi, S.",Email Not Found,http://ce.sharif.edu/faculty/siavash-bayatsarmadi/
sharif,IR,"Beigy, H.",Email Not Found,http://ce.sharif.edu/faculty/hamid-beigy/
sharif,IR,"Ejlali, A.",Email Not Found,http://ce.sharif.edu/faculty/alireza-ejlali/
sharif,IR,"Fazli, M.A.",Email Not Found,http://ce.sharif.edu/faculty/mohammadamin-fazli/
sharif,IR,"Ghassem-Sani, Gh.",Email Not Found,http://ce.sharif.edu/faculty/gholamreza-ghasemsani/
sharif,IR,"Ghodsi, M.",Email Not Found,http://ce.sharif.edu/faculty/mohammad-ghodsi/
sharif,IR,"Goudarzi, M.",Email Not Found,http://ce.sharif.edu/faculty/maziar-goudarzi/
sharif,IR,"Habibi, J.",Email Not Found,http://ce.sharif.edu/faculty/jafar-habibi/
sharif,IR,"Hemmatyar, A.M.A.",Email Not Found,http://ce.sharif.edu/faculty/ali-hemmatyar/
sharif,IR,"Hessabi, Sh.",Email Not Found,http://ce.sharif.edu/faculty/shahin-hessabi/
sharif,IR,"Heydarnoori, A.",Email Not Found,http://ce.sharif.edu/faculty/abbas-heydarnoori/
sharif,IR,"Izadi, M.",Email Not Found,http://ce.sharif.edu/faculty/mohammad-izadi/
sharif,IR,"Jafari Siavoshani, M.",Email Not Found,http://ce.sharif.edu/faculty/mahdi-jafari/
sharif,IR,"Jahangir, A.H.",Email Not Found,http://ce.sharif.edu/faculty/amirhossein-jahangir/
sharif,IR,"Jalili, R.",Email Not Found,http://ce.sharif.edu/faculty/rasool-jalili/
sharif,IR,"Jamzad, M.",Email Not Found,http://ce.sharif.edu/faculty/mansoor-jamzad/
sharif,IR,"Kasaei, S.",Email Not Found,http://ce.sharif.edu/faculty/shohre-kasaei/
sharif,IR,"Kharrazi, M.",Email Not Found,http://ce.sharif.edu/faculty/mehdi-kharrazi/
sharif,IR,"Koohi, S.",Email Not Found,http://ce.sharif.edu/faculty/sommayeh-koohi/
sharif,IR,"Manzuri, M.T.",Email Not Found,http://ce.sharif.edu/faculty/mohammadtaghi-manzuri/
sharif,IR,"Miremadi, S.Gh.",Email Not Found,http://ce.sharif.edu/faculty/ghasem-miremadi/
sharif,IR,"Mirian, S.H.",Email Not Found,http://ce.sharif.edu/faculty/hassan-mirian/
sharif,IR,"Motahari, S. A.",Email Not Found,http://ce.sharif.edu/faculty/abolfazl-motahari/
sharif,IR,"Movaghar, A.",Email Not Found,http://ce.sharif.edu/faculty/ali-movaghar/
sharif,IR,"Rabiee, H.R.",Email Not Found,http://ce.sharif.edu/faculty/hamidreza-rabiee/
sharif,IR,"Ramsin, R.",Email Not Found,http://ce.sharif.edu/faculty/raman-ramsin/
sharif,IR,"Rohban,M.H.",Email Not Found,http://ce.sharif.edu/faculty/rohbanm-h/
sharif,IR,"Sameti, H.",Email Not Found,http://ce.sharif.edu/faculty/hossein-sameti/
sharif,IR,"Sarbazi Azad, H.",Email Not Found,http://ce.sharif.edu/faculty/hamid-sarbazi-azad/
sharif,IR,"Sharifi-Zarchi, A.",Email Not Found,http://ce.sharif.edu/faculty/ali-sharifi-zarchi/
sharif,IR,"Soleymani, M.",Email Not Found,http://ce.sharif.edu/faculty/mahdieh-soleymani/
sharif,IR,"Zarrabi Zadeh, H.",Email Not Found,http://ce.sharif.edu/faculty/hamid-zarrabi/
